Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2018,1,1,6,30,23.6,125,856,673,1,1.1,125,856,0,673,0.262,22.740000000000002,50.21,0.04,1015,0.7000000000000001,156,1
2018,1,1,6,45,23.900000000000002,127,862,690,1,1,127,862,0,690,0.262,22.19,49.19,0.04,1015,0.7000000000000001,170,0.9
2018,1,1,7,0,24.1,128,867,703,0,1,128,867,0,703,0.262,21.92,48.42,0.04,1015,0.7000000000000001,183,0.9
2018,1,1,7,15,24.200000000000003,128,870,711,0,1,128,870,0,711,0.262,21.79,47.92,0.04,1015,0.7000000000000001,194,1
2018,1,1,7,30,24.400000000000002,128,871,715,1,1,128,871,0,715,0.263,21.51,47.68,0.04,1014,0.7000000000000001,204,1.1
2018,1,1,7,45,24.5,128,872,714,0,1.8,128,872,0,714,0.263,22.66,47.730000000000004,0.04,1014,0.7000000000000001,215,1.2000000000000002
2018,1,1,8,0,24.6,128,870,709,0,1.8,128,870,0,709,0.263,22.53,48.050000000000004,0.04,1014,0.7000000000000001,225,1.2000000000000002
2018,1,1,8,15,24.700000000000003,128,866,700,1,1.8,128,866,0,700,0.263,22.39,48.64,0.04,1014,0.7000000000000001,229,1.4000000000000001
2018,1,1,8,30,24.700000000000003,127,861,686,0,1.8,127,861,0,686,0.262,22.37,49.49,0.04,1013,0.7000000000000001,233,1.5
2018,1,1,8,45,24.8,120,870,672,1,3.1,120,870,0,672,0.262,24.330000000000002,50.59,0.04,1013,0.7000000000000001,237,1.7000000000000002
2018,1,1,9,0,24.8,118,861,649,1,3.1,118,861,0,649,0.262,24.330000000000002,51.92,0.04,1013,0.7000000000000001,241,1.8
2018,1,1,9,15,24.8,116,845,619,1,3.1,116,845,0,619,0.262,24.330000000000002,53.46,0.04,1013,0.8,243,2
2018,1,1,9,30,24.700000000000003,113,832,588,0,3.1,113,832,0,588,0.262,24.48,55.2,0.04,1013,0.8,246,2.1
2018,1,1,9,45,24.700000000000003,110,817,554,1,4.2,110,817,0,554,0.262,26.6,57.120000000000005,0.04,1013,0.8,248,2.2
2018,1,1,10,0,24.6,107,799,516,1,4.2,107,799,0,516,0.261,26.76,59.2,0.04,1013,0.8,250,2.3000000000000003
2018,1,1,10,15,24.400000000000002,104,777,475,1,4.2,104,777,0,475,0.261,27.080000000000002,61.42,0.04,1013,0.8,251,2.3000000000000003
2018,1,1,10,30,24.200000000000003,100,751,432,1,4.2,100,751,0,432,0.261,27.400000000000002,63.77,0.04,1013,0.8,253,2.4000000000000004
2018,1,1,10,45,24.1,95,721,386,1,5.5,95,721,0,386,0.261,30.04,66.24,0.04,1013,0.8,254,2.4000000000000004
2018,1,1,11,0,23.900000000000002,90,684,337,1,5.5,90,684,0,337,0.261,30.400000000000002,68.81,0.04,1013,0.8,255,2.5
2018,1,1,11,15,23.3,83,640,287,1,5.5,83,640,0,287,0.26,31.51,71.46000000000001,0.04,1013,0.8,256,2.5
2018,1,1,11,30,22.8,76,587,236,1,5.5,76,587,0,236,0.26,32.480000000000004,74.2,0.04,1013,0.8,257,2.4000000000000004
2018,1,1,11,45,22.3,67,523,184,0,7.1000000000000005,67,523,0,184,0.26,37.49,77.01,0.04,1013,0.8,258,2.4000000000000004
2018,1,1,12,0,21.700000000000003,56,441,134,0,7.1000000000000005,56,441,0,134,0.26,38.88,79.87,0.04,1013,0.8,259,2.3000000000000003
2018,1,1,12,15,21.3,43,338,86,0,7.1000000000000005,43,338,0,86,0.26,39.84,82.78,0.04,1013,0.8,260,2.4000000000000004
2018,1,1,12,30,21,28,209,44,0,7.1000000000000005,28,209,0,44,0.26,40.58,85.71000000000001,0.04,1013,0.8,261,2.4000000000000004
2018,1,1,12,45,20.6,11,65,12,0,8.6,11,65,0,12,0.26,45.980000000000004,88.59,0.04,1013,0.9,262,2.4000000000000004
2018,1,1,13,0,20.200000000000003,0,0,0,0,8.6,0,0,0,0,0.26,47.13,92.02,0.04,1013,0.9,263,2.4000000000000004
2018,1,1,13,15,20,0,0,0,0,8.6,0,0,0,0,0.26,47.71,95.13,0.04,1013,0.9,264,2.4000000000000004
2018,1,1,13,30,19.8,0,0,0,0,8.6,0,0,0,0,0.259,48.35,98.29,0.04,1014,0.9,264,2.4000000000000004
2018,1,1,13,45,19.700000000000003,0,0,0,0,9.8,0,0,0,0,0.259,52.88,101.47,0.04,1014,0.9,264,2.4000000000000004
2018,1,1,14,0,19.5,0,0,0,0,9.8,0,0,0,0,0.259,53.54,104.68,0.04,1014,0.9,264,2.3000000000000003
2018,1,1,14,15,19.400000000000002,0,0,0,0,9.8,0,0,0,0,0.259,53.870000000000005,107.91,0.04,1014,0.9,264,2.3000000000000003
2018,1,1,14,30,19.3,0,0,0,0,9.8,0,0,0,0,0.259,54.2,111.17,0.04,1014,0.9,263,2.2
2018,1,1,14,45,19.200000000000003,0,0,0,0,10.700000000000001,0,0,0,0,0.259,57.83,114.45,0.04,1014,0.9,263,2.2
2018,1,1,15,0,19,0,0,0,0,10.700000000000001,0,0,0,0,0.259,58.550000000000004,117.74000000000001,0.04,1014,0.9,262,2.1
2018,1,1,15,15,19,0,0,0,0,10.700000000000001,0,0,0,0,0.259,58.550000000000004,121.05,0.04,1014,0.9,261,2.1
2018,1,1,15,30,18.900000000000002,0,0,0,0,10.700000000000001,0,0,0,0,0.259,58.910000000000004,124.38000000000001,0.04,1014,0.9,260,2
2018,1,1,15,45,18.8,0,0,0,0,11.3,0,0,0,0,0.259,61.76,127.72,0.04,1014,0.9,260,2
2018,1,1,16,0,18.8,0,0,0,0,11.3,0,0,0,0,0.26,61.76,131.07,0.04,1014,0.9,259,1.9000000000000001
2018,1,1,16,15,18.7,0,0,0,0,11.3,0,0,0,0,0.26,62.14,134.43,0.04,1014,0.9,259,1.9000000000000001
2018,1,1,16,30,18.6,0,0,0,0,11.3,0,0,0,0,0.26,62.53,137.8,0.04,1014,0.9,259,1.8
2018,1,1,16,45,18.5,0,0,0,0,11.8,0,0,0,0,0.26,64.81,141.18,0.04,1014,0.9,260,1.8
2018,1,1,17,0,18.5,0,0,0,0,11.8,0,0,0,0,0.26,64.81,144.57,0.04,1014,0.9,260,1.8
2018,1,1,17,15,18.400000000000002,0,0,0,0,11.8,0,0,0,0,0.261,65.22,147.96,0.04,1014,0.9,263,1.8
2018,1,1,17,30,18.3,0,0,0,0,11.8,0,0,0,0,0.261,65.63,151.36,0.04,1014,0.9,266,1.7000000000000002
2018,1,1,17,45,18.2,0,0,0,0,12.100000000000001,0,0,0,0,0.261,67.37,154.76,0.04,1014,0.9,268,1.7000000000000002
2018,1,1,18,0,18.1,0,0,0,0,12.100000000000001,0,0,0,0,0.261,67.79,158.17000000000002,0.04,1014,0.9,271,1.7000000000000002
2018,1,1,18,15,18,0,0,0,0,12.100000000000001,0,0,0,0,0.261,68.22,161.57,0.04,1014,0.9,276,1.7000000000000002
2018,1,1,18,30,17.900000000000002,0,0,0,0,12.100000000000001,0,0,0,0,0.261,68.65,164.98,0.04,1014,0.9,280,1.7000000000000002
2018,1,1,18,45,17.8,0,0,0,0,12.3,0,0,0,0,0.262,70.43,168.37,0.04,1014,0.9,284,1.7000000000000002
2018,1,1,19,0,17.6,0,0,0,0,12.3,0,0,0,0,0.262,71.25,171.74,0.04,1013,0.9,289,1.8
2018,1,1,19,15,17.5,0,0,0,0,12.3,0,0,0,0,0.262,71.69,175.04,0.04,1013,0.9,293,1.8
2018,1,1,19,30,17.400000000000002,0,0,0,0,12.3,0,0,0,0,0.262,72.15,177.88,0.04,1013,0.9,297,1.8
2018,1,1,19,45,17.3,0,0,0,0,12.600000000000001,0,0,0,0,0.263,74.12,177.18,0.04,1013,0.9,302,1.9000000000000001
2018,1,1,20,0,17.2,0,0,0,0,12.600000000000001,0,0,0,0,0.263,74.59,174.09,0.04,1013,0.9,306,1.9000000000000001
2018,1,1,20,15,17.1,0,0,0,0,12.600000000000001,0,0,0,0,0.263,75.06,170.76,0.04,1013,0.9,311,2
2018,1,1,20,30,17,0,0,0,0,12.600000000000001,0,0,0,0,0.263,75.54,167.38,0.04,1013,0.9,316,2
2018,1,1,20,45,16.900000000000002,0,0,0,0,12.9,0,0,0,0,0.264,77.18,163.98,0.04,1013,0.9,321,2.1
2018,1,1,21,0,16.8,0,0,0,0,12.9,0,0,0,0,0.264,77.67,160.58,0.04,1013,0.9,326,2.1
2018,1,1,21,15,16.7,0,0,0,0,12.9,0,0,0,0,0.264,78.16,157.17000000000002,0.04,1013,0.9,331,2.2
2018,1,1,21,30,16.6,0,0,0,0,12.9,0,0,0,0,0.264,78.66,153.77,0.04,1013,0.9,336,2.2
2018,1,1,21,45,16.5,0,0,0,0,12.9,0,0,0,0,0.264,79.36,150.37,0.04,1013,0.9,341,2.2
2018,1,1,22,0,16.400000000000002,0,0,0,0,12.9,0,0,0,0,0.264,79.86,146.97,0.04,1013,0.9,346,2.3000000000000003
2018,1,1,22,15,16.3,0,0,0,0,12.9,0,0,0,0,0.265,80.37,143.58,0.04,1013,0.9,261,2.3000000000000003
2018,1,1,22,30,16.2,0,0,0,0,12.9,0,0,0,0,0.265,80.88,140.19,0.04,1013,0.9,176,2.4000000000000004
2018,1,1,22,45,16.1,0,0,0,0,12.700000000000001,0,0,0,0,0.265,80.31,136.81,0.04,1013,0.9,91,2.4000000000000004
2018,1,1,23,0,16,0,0,0,0,12.700000000000001,0,0,0,0,0.265,80.82000000000001,133.44,0.04,1013,0.9,6,2.4000000000000004
2018,1,1,23,15,16,0,0,0,0,12.700000000000001,0,0,0,0,0.265,80.82000000000001,130.08,0.04,1013,0.9,6,2.4000000000000004
2018,1,1,23,30,16,0,0,0,0,12.700000000000001,0,0,0,0,0.265,80.82000000000001,126.73,0.04,1013,0.9,6,2.4000000000000004
2018,1,1,23,45,16,0,0,0,0,12.700000000000001,0,0,0,0,0.265,80.82000000000001,123.4,0.04,1013,0.9,6,2.4000000000000004
2018,1,2,0,0,15.600000000000001,0,0,0,0,12.200000000000001,0,0,0,0,0.265,79.99,120.08,0.04,1013,0.9,25,2.6
2018,1,2,0,15,15.5,0,0,0,0,12.200000000000001,0,0,0,0,0.265,80.5,116.77,0.04,1013,0.8,30,2.6
2018,1,2,0,30,15.4,0,0,0,0,12.200000000000001,0,0,0,0,0.265,81.10000000000001,113.48,0.04,1014,0.8,35,2.7
2018,1,2,0,45,15.3,0,0,0,0,11.3,0,0,0,0,0.265,76.81,110.2,0.04,1014,0.8,39,2.7
2018,1,2,1,0,15.200000000000001,0,0,0,0,11.3,0,0,0,0,0.265,77.31,106.95,0.04,1014,0.8,44,2.8000000000000003
2018,1,2,1,15,15.200000000000001,0,0,0,0,11.3,0,0,0,0,0.265,77.31,103.72,0.04,1014,0.8,48,2.9000000000000004
2018,1,2,1,30,15.200000000000001,0,0,0,0,11.3,0,0,0,0,0.265,77.31,100.52,0.04,1014,0.8,51,3
2018,1,2,1,45,15.200000000000001,0,0,0,0,10,0,0,0,0,0.265,70.9,97.35000000000001,0.04,1014,0.8,55,3
2018,1,2,2,0,15.200000000000001,0,0,0,0,10,0,0,0,0,0.265,70.97,94.2,0.04,1015,0.7000000000000001,59,3.1
2018,1,2,2,15,15.700000000000001,0,0,0,0,10,0,0,0,0,0.265,68.74,91.09,0.04,1015,0.7000000000000001,61,3.3000000000000003
2018,1,2,2,30,16.3,15,101,19,0,10,15,101,0,19,0.265,66.16,87.74,0.04,1015,0.7000000000000001,64,3.5
2018,1,2,2,45,16.8,32,236,54,0,8.4,32,236,0,54,0.265,57.64,84.83,0.04,1015,0.7000000000000001,67,3.6
2018,1,2,3,0,17.3,48,353,98,0,8.4,48,353,0,98,0.265,55.85,81.9,0.04,1015,0.7000000000000001,70,3.8000000000000003
2018,1,2,3,15,17.7,61,448,146,0,8.4,61,448,0,146,0.266,54.46,79,0.04,1015,0.7000000000000001,73,3.7
2018,1,2,3,30,18.1,72,524,197,0,8.4,72,524,0,197,0.266,53.11,76.15,0.04,1015,0.7000000000000001,76,3.7
2018,1,2,3,45,18.5,81,585,248,0,6.9,81,585,0,248,0.266,46.86,73.36,0.04,1016,0.7000000000000001,79,3.6
2018,1,2,4,0,18.900000000000002,89,642,302,2,6.9,135,78,0,161,0.266,45.7,70.64,0.04,1016,0.6000000000000001,82,3.6
2018,1,2,4,15,19.6,96,684,352,2,6.9,158,131,0,208,0.266,43.76,68.01,0.04,1016,0.6000000000000001,86,3.5
2018,1,2,4,30,20.200000000000003,101,720,400,2,6.9,179,161,0,246,0.266,42.17,65.46000000000001,0.04,1016,0.6000000000000001,89,3.5
2018,1,2,4,45,20.8,105,751,446,1,5.1000000000000005,105,751,0,446,0.267,35.88,63.03,0.04,1016,0.6000000000000001,93,3.4000000000000004
2018,1,2,5,0,21.400000000000002,110,776,489,1,5.1000000000000005,110,776,0,489,0.267,34.59,60.71,0.04,1016,0.6000000000000001,97,3.4000000000000004
2018,1,2,5,15,21.900000000000002,113,798,530,1,5.1000000000000005,113,798,0,530,0.267,33.55,58.52,0.04,1016,0.6000000000000001,101,3.3000000000000003
2018,1,2,5,30,22.400000000000002,116,816,567,1,5.1000000000000005,116,816,0,567,0.267,32.52,56.480000000000004,0.04,1015,0.6000000000000001,104,3.2
2018,1,2,5,45,22.900000000000002,124,815,597,0,3.3000000000000003,124,815,0,597,0.267,27.77,54.61,0.04,1015,0.6000000000000001,108,3.1
2018,1,2,6,0,23.400000000000002,127,828,626,1,3.3000000000000003,127,828,0,626,0.267,26.95,52.92,0.04,1015,0.6000000000000001,111,2.9000000000000004
2018,1,2,6,15,23.6,129,839,652,0,3.3000000000000003,129,839,0,652,0.267,26.62,51.43,0.04,1015,0.6000000000000001,116,2.7
2018,1,2,6,30,23.900000000000002,131,847,673,0,3.3000000000000003,131,847,0,673,0.267,26.150000000000002,50.17,0.04,1015,0.6000000000000001,120,2.5
2018,1,2,6,45,24.1,133,852,690,0,1.8,133,852,0,690,0.266,23.22,49.14,0.04,1014,0.6000000000000001,125,2.3000000000000003
2018,1,2,7,0,24.400000000000002,134,857,703,0,1.8,134,857,0,703,0.266,22.8,48.36,0.04,1014,0.6000000000000001,129,2.1
2018,1,2,7,15,24.5,134,860,712,0,1.8,134,860,0,712,0.266,22.67,47.84,0.04,1014,0.6000000000000001,138,2
2018,1,2,7,30,24.6,135,862,716,0,1.8,135,862,0,716,0.266,22.53,47.6,0.04,1014,0.6000000000000001,146,1.9000000000000001
2018,1,2,7,45,24.8,134,862,715,0,0.7000000000000001,134,862,0,715,0.266,20.63,47.64,0.04,1014,0.6000000000000001,154,1.7000000000000002
2018,1,2,8,0,24.900000000000002,134,861,710,0,0.7000000000000001,134,861,0,710,0.265,20.490000000000002,47.95,0.04,1013,0.6000000000000001,163,1.6
2018,1,2,8,15,25,133,857,701,1,0.7000000000000001,133,857,0,701,0.265,20.37,48.53,0.04,1013,0.6000000000000001,172,1.6
2018,1,2,8,30,25,132,852,687,0,0.7000000000000001,132,852,0,687,0.265,20.37,49.370000000000005,0.04,1013,0.6000000000000001,181,1.6
2018,1,2,8,45,25,121,871,675,0,0.8,121,871,0,675,0.265,20.53,50.47,0.04,1013,0.6000000000000001,190,1.5
2018,1,2,9,0,25.1,120,862,653,0,0.8,120,862,0,653,0.265,20.41,51.79,0.04,1013,0.6000000000000001,199,1.5
2018,1,2,9,15,25,118,851,626,0,0.8,118,851,0,626,0.265,20.53,53.33,0.04,1013,0.6000000000000001,205,1.5
2018,1,2,9,30,25,115,838,595,0,0.8,115,838,0,595,0.265,20.51,55.07,0.04,1012,0.6000000000000001,211,1.6
2018,1,2,9,45,24.900000000000002,112,825,561,0,1.5,112,825,0,561,0.265,21.650000000000002,56.99,0.04,1012,0.6000000000000001,217,1.6
2018,1,2,10,0,24.900000000000002,108,806,523,0,1.5,108,806,0,523,0.265,21.650000000000002,59.06,0.04,1012,0.6000000000000001,223,1.6
2018,1,2,10,15,24.700000000000003,105,784,482,1,1.5,105,784,0,482,0.264,21.900000000000002,61.28,0.04,1012,0.6000000000000001,227,1.7000000000000002
2018,1,2,10,30,24.5,101,758,438,1,1.5,101,758,0,438,0.264,22.17,63.63,0.04,1012,0.6000000000000001,231,1.7000000000000002
2018,1,2,10,45,24.400000000000002,96,730,392,1,2.4000000000000004,96,730,0,392,0.264,23.75,66.1,0.04,1012,0.6000000000000001,234,1.7000000000000002
2018,1,2,11,0,24.200000000000003,90,693,342,1,2.4000000000000004,90,693,0,342,0.264,24.03,68.67,0.04,1012,0.6000000000000001,238,1.8
2018,1,2,11,15,23.8,84,649,292,1,2.4000000000000004,84,649,0,292,0.264,24.61,71.33,0.04,1012,0.6000000000000001,240,1.8
2018,1,2,11,30,23.3,76,596,240,2,2.4000000000000004,108,60,0,124,0.264,25.36,74.06,0.04,1012,0.6000000000000001,243,1.8
2018,1,2,11,45,22.8,67,532,188,0,3.9000000000000004,67,532,0,188,0.264,29.060000000000002,76.87,0.04,1012,0.6000000000000001,246,1.9000000000000001
2018,1,2,12,0,22.400000000000002,57,451,137,0,3.9000000000000004,57,451,0,137,0.264,29.8,79.74,0.04,1013,0.6000000000000001,248,1.9000000000000001
2018,1,2,12,15,22,44,349,88,0,3.9000000000000004,44,349,0,88,0.264,30.53,82.65,0.04,1013,0.6000000000000001,251,2
2018,1,2,12,30,21.700000000000003,28,222,45,0,3.9000000000000004,28,222,0,45,0.264,31.09,85.58,0.04,1013,0.6000000000000001,254,2
2018,1,2,12,45,21.3,11,76,13,0,4.9,11,76,0,13,0.264,34.31,88.47,0.04,1013,0.6000000000000001,256,2.1
2018,1,2,13,0,21,0,0,0,0,4.9,0,0,0,0,0.264,34.94,91.88,0.04,1013,0.6000000000000001,259,2.2
2018,1,2,13,15,20.8,0,0,0,0,4.9,0,0,0,0,0.264,35.37,95,0.04,1013,0.6000000000000001,262,2.2
2018,1,2,13,30,20.6,0,0,0,0,4.9,0,0,0,0,0.264,35.85,98.15,0.04,1014,0.6000000000000001,264,2.3000000000000003
2018,1,2,13,45,20.400000000000002,0,0,0,0,6.2,0,0,0,0,0.264,39.67,101.34,0.04,1014,0.6000000000000001,267,2.3000000000000003
2018,1,2,14,0,20.200000000000003,0,0,0,0,6.2,0,0,0,0,0.264,40.160000000000004,104.55,0.04,1014,0.6000000000000001,270,2.4000000000000004
2018,1,2,14,15,20,0,0,0,0,6.2,0,0,0,0,0.264,40.660000000000004,107.78,0.04,1014,0.7000000000000001,272,2.4000000000000004
2018,1,2,14,30,19.8,0,0,0,0,6.2,0,0,0,0,0.264,41.17,111.04,0.04,1014,0.7000000000000001,274,2.4000000000000004
2018,1,2,14,45,19.700000000000003,0,0,0,0,7.300000000000001,0,0,0,0,0.264,44.65,114.32000000000001,0.04,1015,0.7000000000000001,275,2.4000000000000004
2018,1,2,15,0,19.5,0,0,0,0,7.300000000000001,0,0,0,0,0.264,45.21,117.61,0.04,1015,0.7000000000000001,277,2.4000000000000004
2018,1,2,15,15,19.400000000000002,0,0,0,0,7.300000000000001,0,0,0,0,0.264,45.49,120.92,0.04,1015,0.7000000000000001,279,2.3000000000000003
2018,1,2,15,30,19.3,0,0,0,0,7.300000000000001,0,0,0,0,0.264,45.77,124.25,0.04,1015,0.7000000000000001,280,2.3000000000000003
2018,1,2,15,45,19.200000000000003,0,0,0,0,8,0,0,0,0,0.264,48.11,127.59,0.04,1015,0.7000000000000001,282,2.2
2018,1,2,16,0,19.1,0,0,0,0,8,0,0,0,0,0.264,48.410000000000004,130.94,0.04,1015,0.7000000000000001,283,2.1
2018,1,2,16,15,19.1,0,0,0,0,8,0,0,0,0,0.264,48.410000000000004,134.31,0.04,1015,0.7000000000000001,284,2
2018,1,2,16,30,19,0,0,0,0,8,0,0,0,0,0.264,48.71,137.68,0.04,1015,0.7000000000000001,285,2
2018,1,2,16,45,19,0,0,0,0,8.3,0,0,0,0,0.264,49.69,141.06,0.04,1015,0.7000000000000001,286,1.9000000000000001
2018,1,2,17,0,18.900000000000002,0,0,0,0,8.3,0,0,0,0,0.264,50,144.45000000000002,0.04,1015,0.7000000000000001,287,1.8
2018,1,2,17,15,18.900000000000002,0,0,0,0,8.3,0,0,0,0,0.265,50,147.84,0.04,1015,0.7000000000000001,287,1.7000000000000002
2018,1,2,17,30,18.8,0,0,0,0,8.200000000000001,0,0,0,0,0.265,50.32,151.24,0.04,1015,0.7000000000000001,288,1.5
2018,1,2,17,45,18.8,0,0,0,0,8.200000000000001,0,0,0,0,0.265,50.02,154.64000000000001,0.04,1015,0.7000000000000001,289,1.4000000000000001
2018,1,2,18,0,18.8,0,0,0,0,8.1,0,0,0,0,0.265,49.97,158.05,0.04,1014,0.7000000000000001,289,1.3
2018,1,2,18,15,18.7,0,0,0,0,8.1,0,0,0,0,0.265,50.29,161.45000000000002,0.04,1014,0.7000000000000001,292,1.2000000000000002
2018,1,2,18,30,18.6,0,0,0,0,8.1,0,0,0,0,0.265,50.6,164.86,0.04,1014,0.7000000000000001,296,1.1
2018,1,2,18,45,18.5,0,0,0,0,7.9,0,0,0,0,0.265,50.18,168.25,0.04,1014,0.7000000000000001,299,1
2018,1,2,19,0,18.400000000000002,0,0,0,0,7.9,0,0,0,0,0.265,50.49,171.62,0.04,1014,0.7000000000000001,302,0.9
2018,1,2,19,15,18.3,0,0,0,0,7.9,0,0,0,0,0.265,50.81,174.91,0.04,1014,0.7000000000000001,310,0.9
2018,1,2,19,30,18.2,0,0,0,0,7.9,0,0,0,0,0.265,51.13,177.74,0.04,1014,0.7000000000000001,318,0.9
2018,1,2,19,45,18.1,0,0,0,0,7.800000000000001,0,0,0,0,0.265,50.910000000000004,177.21,0.04,1013,0.7000000000000001,326,0.9
2018,1,2,20,0,17.900000000000002,0,0,0,0,7.800000000000001,0,0,0,0,0.265,51.550000000000004,174.17000000000002,0.04,1013,0.7000000000000001,334,1
2018,1,2,20,15,17.8,0,0,0,0,7.800000000000001,0,0,0,0,0.265,51.870000000000005,170.85,0.04,1013,0.7000000000000001,336,1.1
2018,1,2,20,30,17.6,0,0,0,0,7.800000000000001,0,0,0,0,0.265,52.53,167.47,0.04,1013,0.7000000000000001,338,1.2000000000000002
2018,1,2,20,45,17.5,0,0,0,0,7.800000000000001,0,0,0,0,0.265,53.1,164.07,0.04,1013,0.7000000000000001,341,1.3
2018,1,2,21,0,17.3,0,0,0,0,7.800000000000001,0,0,0,0,0.265,53.77,160.67000000000002,0.04,1013,0.7000000000000001,343,1.3
2018,1,2,21,15,17.2,0,0,0,0,7.800000000000001,0,0,0,0,0.265,54.11,157.26,0.04,1013,0.7000000000000001,343,1.4000000000000001
2018,1,2,21,30,17,0,0,0,0,7.800000000000001,0,0,0,0,0.265,54.800000000000004,153.86,0.04,1013,0.7000000000000001,343,1.5
2018,1,2,21,45,16.900000000000002,0,0,0,0,8,0,0,0,0,0.265,55.86,150.46,0.04,1013,0.7000000000000001,343,1.6
2018,1,2,22,0,16.7,0,0,0,0,8,0,0,0,0,0.265,56.57,147.06,0.04,1013,0.7000000000000001,342,1.7000000000000002
2018,1,2,22,15,16.6,0,0,0,0,8,0,0,0,0,0.265,56.93,143.66,0.04,1013,0.7000000000000001,345,1.7000000000000002
2018,1,2,22,30,16.5,0,0,0,0,8,0,0,0,0,0.265,57.29,140.28,0.04,1013,0.7000000000000001,348,1.7000000000000002
2018,1,2,22,45,16.400000000000002,0,0,0,0,8.1,0,0,0,0,0.265,58.07,136.9,0.04,1013,0.7000000000000001,350,1.8
2018,1,2,23,0,16.3,0,0,0,0,8.1,0,0,0,0,0.265,58.44,133.53,0.04,1013,0.7000000000000001,353,1.8
